Label,Unique_Total,Unique_Total_Low,Unique_Total_High,LEO_Unique_Total_Low,LEO_Unique_Total_High,Container_Share,Container_Unique,Container_Unique_Low,Container_Unique_High,Container_LEO_Unique_Low,Container_LEO_Unique_High,Bulk_Carrier_Share,Bulk_Carrier_Unique,Bulk_Carrier_Unique_Low,Bulk_Carrier_Unique_High,Bulk_Carrier_LEO_Unique_Low,Bulk_Carrier_LEO_Unique_High,Tanker_Total_Share,Tanker_Total_Unique,Tanker_Total_Unique_Low,Tanker_Total_Unique_High,Tanker_Total_LEO_Unique_Low,Tanker_Total_LEO_Unique_High,RoRo_Vehicle_Share,RoRo_Vehicle_Unique,RoRo_Vehicle_Unique_Low,RoRo_Vehicle_Unique_High,RoRo_Vehicle_LEO_Unique_Low,RoRo_Vehicle_LEO_Unique_High,Passenger_Cruise_Share,Passenger_Cruise_Unique,Passenger_Cruise_Unique_Low,Passenger_Cruise_Unique_High,Passenger_Cruise_LEO_Unique_Low,Passenger_Cruise_LEO_Unique_High,General_Cargo_Share,General_Cargo_Unique,General_Cargo_Unique_Low,General_Cargo_Unique_High,General_Cargo_LEO_Unique_Low,General_Cargo_LEO_Unique_High,Livestock_Share,Livestock_Unique,Livestock_Unique_Low,Livestock_Unique_High,Livestock_LEO_Unique_Low,Livestock_LEO_Unique_High,Reefer_Share,Reefer_Unique,Reefer_Unique_Low,Reefer_Unique_High,Reefer_LEO_Unique_Low,Reefer_LEO_Unique_High
auto_2024,6514,5664,7663,470,1164,0.085415,556,484,655,48,131,0.212194,1382,1202,1626,36,114,0.23376,1523,1324,1791,132,358,0.01482,97,84,114,2,6,0.067838,442,384,520,231,468,0.374489,2439,2121,2870,21,86,0.011314,74,64,87,0,2,0.000169,1,1,1,0,0
